ID,Year of Study,Acquired Skills
18897,1.0,"Security, Java"
19410,5.0,"C++, Java, Static Structures, Python"
12966,2.0,"Static Structures, Probability, C++"
18009,2.0,"Mathematics, Java, Robotics"
13724,3.0,Statistics
14580,3.0,Python
18633,3.0,Dynamic Structures
10410,5.0,"Security, Python"
17782,3.0,"Software Engineering, Compilation"
17424,2.0,"Algorithmic, Compilation, C++, Robotics"
12558,4.0,Design
19906,2.0,"Robotics, Probability, Java"
18579,2.0,"Robotics, Static Structures, Web Development, Python, Compilation"
15512,2.0,Web Development
11785,2.0,Robotics
13045,5.0,"Compilation, Probability, Robotics"
10627,4.0,"C++, Security, Static Structures, Software Engineering, Robotics"
16105,3.0,"Java, Dynamic Structures, Web Development, Software Engineering"
18516,5.0,Dynamic Structures
17964,2.0,
17068,1.0,"Dynamic Structures, C++, Probability"
11937,2.0,"Mathematics, Robotics"
15898,4.0,"Dynamic Structures, Mathematics"
15759,1.0,"Java, Dynamic Structures, Web Development, Python, Software Engineering"
18423,2.0,"Robotics, Web Development"
10837,3.0,"Mathematics, Statistics, C++, Algorithmic"
13897,3.0,"Probability, Security, Statistics, Software Engineering, Dynamic Structures"
12839,2.0,"Web Development, Mathematics, Dynamic Structures"
10127,3.0,"Compilation, Static Structures, Dynamic Structures, Algorithmic"
10178,,
16114,1.0,"Dynamic Structures, Algorithmic"
14425,4.0,Compilation
11932,3.0,"Python, Probability, C++, Design, Algorithmic"
17338,2.0,"C++, Dynamic Structures, Design, Statistics, Python"
19879,1.0,"Dynamic Structures, Security, Compilation, Mathematics, C++"
12724,4.0,"Static Structures, Compilation, Software Engineering"
16583,4.0,"Software Engineering, Static Structures"
16283,2.0,"Design, C++, Algorithmic"
18883,5.0,"Probability, Static Structures, Software Engineering"
12578,2.0,"Python, Design, Web Development, C++"
15743,2.0,Robotics
16407,1.0,"Security, Algorithmic, C++, Web Development"
17860,3.0,"Python, Software Engineering, Probability"
12952,5.0,"C++, Robotics, Software Engineering"
19644,1.0,"Probability, Design, Algorithmic, Software Engineering"
10180,4.0,"Probability, Algorithmic, Dynamic Structures, Software Engineering, Web Development"
12471,3.0,"Web Development, Static Structures"
15411,3.0,"Web Development, Static Structures"
12968,,"Design, Security, Software Engineering, Robotics, Web Development"
16509,4.0,
13395,3.0,Software Engineering
13914,3.0,Java
13722,,"Java, Design, Statistics, Security, Compilation"
10153,3.0,"Software Engineering, Dynamic Structures"
10810,2.0,"Statistics, Compilation, Java, Web Development, Software Engineering"
11696,1.0,"Software Engineering, Probability, C++, Algorithmic"
12820,1.0,"Mathematics, Static Structures"
18457,,"Compilation, Robotics"
10184,3.0,Statistics
17019,4.0,"Software Engineering, Dynamic Structures, Robotics"
15058,1.0,"Statistics, Static Structures, Probability"
10748,1.0,"Static Structures, Java"
16528,1.0,"Robotics, Security, Probability"
13913,3.0,"Software Engineering, Security"
14619,5.0,"Python, C++, Compilation, Dynamic Structures, Design"
18226,4.0,"Python, Dynamic Structures, Algorithmic, Robotics, Security"
14005,3.0,"Web Development, Probability"
11505,1.0,"Security, C++"
13579,5.0,"Software Engineering, Statistics"
13739,2.0,"Algorithmic, C++, Python"
13432,2.0,"Robotics, C++, Web Development"
15677,5.0,"Dynamic Structures, Software Engineering, Web Development, Python"
17072,4.0,"Static Structures, Software Engineering, Web Development"
17459,2.0,"Security, Dynamic Structures, Design, Java"
16677,5.0,"Compilation, Software Engineering, Design, Python, C++"
15447,1.0,"Robotics, Security"
11287,3.0,"Python, Statistics, Software Engineering"
11047,5.0,"Probability, Compilation, Statistics, Robotics"
11601,4.0,"Static Structures, Design"
13844,1.0,Web Development
11017,1.0,"Statistics, Robotics"
10098,2.0,"Design, Python, Probability"
19243,4.0,"Mathematics, Java, Security"
16527,1.0,"Web Development, C++, Software Engineering, Compilation"
14088,3.0,"Statistics, Web Development"
11311,5.0,"Design, Software Engineering, Robotics, Statistics, C++"
16054,4.0,"Dynamic Structures, Static Structures, Mathematics"
13289,5.0,"Java, Python, Design"
11112,4.0,"Statistics, Python, Java, Probability"
17682,2.0,"Algorithmic, Probability"
11574,1.0,"Algorithmic, Python, Statistics"
13619,1.0,"Probability, Security, Design, Web Development"
13391,3.0,"Static Structures, Python, Robotics"
18190,5.0,"Mathematics, Design, Statistics, Python"
16502,4.0,"Dynamic Structures, Java, Algorithmic, Probability, Robotics"
18321,4.0,"Python, Algorithmic, Web Development"
12993,4.0,"Software Engineering, Mathematics, Algorithmic, Probability"
15820,1.0,
14251,4.0,"Web Development, Algorithmic, C++, Software Engineering, Java"
15876,3.0,"Web Development, Compilation, Security"
11762,1.0,Dynamic Structures
17676,,"Mathematics, Software Engineering, Python"
12894,,Web Development
19662,1.0,"Software Engineering, Probability, Design"
18010,,"Security, Software Engineering, Algorithmic, Dynamic Structures, Design"
14158,4.0,Statistics
19930,5.0,C++
17247,5.0,
19992,2.0,"Static Structures, Security, Mathematics, Python, Dynamic Structures"
16345,4.0,"C++, Design, Security"
11666,4.0,Software Engineering
13818,5.0,"Statistics, Mathematics, Java"
11157,5.0,Mathematics
14531,5.0,"Compilation, Algorithmic, Python, Design, Robotics"
16839,5.0,"Robotics, Java, Static Structures"
16265,3.0,"Probability, Security"
18704,5.0,Static Structures
15631,4.0,
10392,5.0,"Dynamic Structures, Java, Mathematics, Compilation, Python"
15799,5.0,"Robotics, Software Engineering, Security, Static Structures, Web Development"
16673,1.0,"Robotics, Mathematics, Probability, Design, Python"
19357,4.0,"Algorithmic, Statistics, Compilation"
18306,1.0,"Robotics, Software Engineering, Python, Algorithmic, Statistics"
17633,5.0,"C++, Java, Algorithmic, Python"
13550,1.0,"Design, Web Development, Static Structures, Python, Probability"
16825,4.0,"Probability, Dynamic Structures, Algorithmic"
10823,5.0,"Software Engineering, Python, Compilation, Design"
15017,3.0,"Mathematics, Java"
13345,1.0,"Security, Static Structures, Web Development, Algorithmic"
10237,3.0,Web Development
16289,2.0,"Static Structures, Python, Java"
10571,4.0,"Algorithmic, Java, Probability"
18993,3.0,"Software Engineering, Statistics"
15138,2.0,"Probability, Security"
16794,1.0,"Algorithmic, Compilation, Web Development"
18510,3.0,"Web Development, Python, Software Engineering"
19279,2.0,"Robotics, Compilation, Web Development, Algorithmic"
19166,,"Algorithmic, Python"
14187,5.0,Python
19014,4.0,"Compilation, Statistics, Java"
18791,5.0,"Compilation, Python, Probability, Statistics, Web Development"
13215,1.0,Java
15623,2.0,"Java, Static Structures, C++, Security"
12197,,"Design, Python, Probability, Software Engineering"
19381,1.0,"Web Development, C++, Design, Statistics, Probability"
16643,3.0,"Design, Probability"
14978,4.0,"Compilation, Java"
16968,5.0,"Robotics, Design, Algorithmic, Web Development, Security"
14026,2.0,"Static Structures, Web Development, Statistics, Design"
18913,3.0,"Web Development, Static Structures, Python, Dynamic Structures"
10909,3.0,"Design, Security, Robotics"
10656,3.0,"Statistics, Robotics, Compilation"
18320,5.0,"Compilation, Web Development"
10411,1.0,"Design, Static Structures, Robotics, Java"
17296,4.0,"Security, Mathematics, Probability, Web Development"
18647,3.0,"Dynamic Structures, Web Development"
19708,1.0,Mathematics
10690,3.0,"Mathematics, Java, Web Development, Algorithmic, Robotics"
16190,3.0,"Design, Dynamic Structures, Probability, Algorithmic, Mathematics"
13798,3.0,"Design, Java, Compilation, Python, Algorithmic"
15380,5.0,
13479,3.0,"Static Structures, Design"
10161,2.0,Statistics
14996,5.0,Python
11891,5.0,"Compilation, Probability"
18269,1.0,Web Development
15526,3.0,"Java, Security, Statistics, Design, Dynamic Structures"
18139,5.0,"Design, Robotics, Probability, Mathematics"
14266,4.0,"Robotics, Java, Design, Web Development"
10587,1.0,"C++, Compilation, Web Development, Java"
11437,,"Web Development, C++"
12584,4.0,"Python, Robotics"
15910,3.0,"Design, C++, Java, Compilation, Probability"
15917,2.0,"Software Engineering, Java, Statistics, Probability, Robotics"
19927,3.0,"Dynamic Structures, Java, Compilation, Probability, Algorithmic"
12317,3.0,
17957,2.0,"Java, Design, Statistics"
14245,,"Java, Mathematics, Web Development"
17245,2.0,"Python, Software Engineering, Java, Algorithmic, Compilation"
17896,5.0,"Web Development, Statistics"
16791,4.0,"Static Structures, Robotics, Mathematics, Compilation, Java"
19866,1.0,"Mathematics, Java, Python, Statistics"
16741,5.0,C++
14480,5.0,"Software Engineering, Java"
19803,3.0,"Software Engineering, Compilation, C++, Static Structures"
12786,3.0,"Statistics, Software Engineering, Design, Java, Web Development"
13143,2.0,"C++, Python, Statistics, Robotics"
18804,4.0,"C++, Dynamic Structures, Design"
15960,2.0,"Software Engineering, Robotics, Probability"
18745,5.0,"Statistics, Compilation, Static Structures"
10939,2.0,Probability
16126,2.0,"Java, Compilation, Software Engineering"
19301,4.0,"Design, Robotics, Software Engineering, Python, Static Structures"
12218,1.0,Design
19285,1.0,"Algorithmic, Static Structures, Robotics, Dynamic Structures, Web Development"
13616,,"Java, Probability"
16833,3.0,"Statistics, Security, Web Development"
16041,2.0,"Security, Dynamic Structures, Software Engineering, Robotics"
16214,3.0,Algorithmic
11118,2.0,"C++, Compilation, Design"
11826,4.0,"Dynamic Structures, Algorithmic, Web Development, Python"
10593,5.0,"Compilation, Robotics, Security, Design, Java"
14604,3.0,"Design, Software Engineering, Compilation, Algorithmic"
10551,4.0,"Probability, Software Engineering, Compilation, Robotics, Static Structures"
15397,5.0,"Design, Static Structures, C++"
10879,4.0,"Software Engineering, Dynamic Structures"
11214,1.0,"Static Structures, Algorithmic, C++, Software Engineering"
11551,5.0,"Static Structures, Software Engineering"
19821,1.0,"Web Development, Python, Dynamic Structures"
13759,2.0,"Mathematics, C++, Security, Statistics, Algorithmic"
14047,4.0,Probability
18746,,Algorithmic
11522,2.0,"Software Engineering, Compilation"
10534,2.0,"Python, C++"
16578,5.0,"Web Development, Dynamic Structures, Statistics, Static Structures, Probability"
12338,4.0,"Design, Algorithmic, Web Development"
14707,4.0,"Static Structures, Mathematics, Security"
17416,5.0,"Web Development, Software Engineering, Mathematics"
14355,4.0,"Security, Algorithmic"
16519,1.0,Probability
10830,1.0,"Python, Probability, Compilation, Security, Static Structures"
13152,4.0,
17990,2.0,Python
18215,2.0,Python
13658,1.0,"Java, Web Development"
12964,4.0,"Probability, Web Development, C++, Software Engineering"
19965,5.0,"Web Development, Software Engineering, C++, Static Structures, Java"
11853,2.0,Python
19244,2.0,"Algorithmic, Statistics, Software Engineering, Java, Design"
11419,3.0,"Security, Statistics, Mathematics, Software Engineering"
17101,5.0,"Static Structures, Python"
10257,4.0,"Algorithmic, Java, C++"
11211,5.0,"C++, Mathematics, Algorithmic"
13916,5.0,"Mathematics, Software Engineering"
12202,2.0,Static Structures
19622,3.0,"Probability, Java, Design, Compilation"
13588,1.0,Dynamic Structures
13093,2.0,Design
10829,4.0,Python
17094,3.0,"Robotics, C++, Algorithmic"
13485,2.0,
11160,2.0,"Statistics, Compilation"
16780,,"Java, C++"
15104,2.0,"Static Structures, C++"
18593,2.0,"Web Development, Probability, Design"
18023,,Dynamic Structures
13666,3.0,"Security, Web Development, Compilation, Probability, Software Engineering"
15611,5.0,"Static Structures, Web Development"
18277,1.0,"Web Development, Algorithmic"
19242,1.0,"Security, Web Development, Statistics, Probability, Java"
10822,1.0,
14969,5.0,"Python, Probability"
10712,1.0,"Design, Algorithmic, Web Development, Software Engineering"
14123,4.0,Security
15738,1.0,Java
18348,5.0,"Security, Compilation, Static Structures"
15042,5.0,
15858,1.0,"Java, Robotics, Statistics, Software Engineering"
16996,4.0,"Static Structures, Web Development, Statistics, C++"
14915,1.0,Static Structures
14854,3.0,"Python, Compilation, Security"
13206,4.0,"Design, Dynamic Structures, Robotics"
13262,5.0,"Robotics, Security, Compilation, Dynamic Structures"
13177,4.0,"Java, Static Structures"
10550,3.0,"Statistics, C++, Java, Probability"
11575,,"Software Engineering, C++, Design"
12803,3.0,"Compilation, Dynamic Structures, C++"
19987,2.0,Security
12308,3.0,"Design, Dynamic Structures"
19298,2.0,"Java, Dynamic Structures"
17878,1.0,"Statistics, Robotics, C++"
17341,1.0,"Algorithmic, Software Engineering, Compilation, Java"
18228,4.0,"Java, Compilation, Probability, Mathematics, C++"
19482,1.0,"Security, Python, Static Structures, Compilation"
17686,4.0,"Design, Statistics, Dynamic Structures, Algorithmic"
12823,1.0,"Python, Static Structures, Algorithmic"
17249,,"Web Development, Statistics, C++, Static Structures"
10536,5.0,"Probability, Java"
12208,4.0,"Software Engineering, Statistics, Python, Design, Security"
19391,4.0,"Compilation, Python"
19182,3.0,"Robotics, Compilation, Algorithmic, Java, Design"
18621,2.0,Mathematics
16999,3.0,"Static Structures, Web Development, C++"
16394,,"Probability, Algorithmic, Web Development"
15801,1.0,C++
10422,4.0,"Algorithmic, Security, Probability, Web Development"
17017,4.0,"Static Structures, Statistics, Security"
19354,5.0,"Software Engineering, C++, Algorithmic, Security"
19336,3.0,"Compilation, Design"
15662,2.0,Web Development
10285,1.0,"Compilation, C++"
12281,3.0,"Static Structures, Statistics, Probability, Python"
17201,5.0,"Algorithmic, C++"
16568,4.0,"Static Structures, Python, Design, Mathematics, Probability"
12182,4.0,
17285,,"Security, Robotics, Mathematics"
17982,3.0,Java
17723,3.0,"Compilation, Design, Java"
19225,3.0,"Robotics, Security"
11581,5.0,"Static Structures, Probability, Dynamic Structures"
13788,2.0,Algorithmic
19913,,Algorithmic
19632,4.0,"Statistics, Robotics, Static Structures"
15498,1.0,"C++, Dynamic Structures, Java"
11074,4.0,"Security, Static Structures"
13576,5.0,
13809,3.0,"Mathematics, Dynamic Structures, Python, Java"
16604,2.0,"Probability, Web Development, C++, Design, Mathematics"
15792,4.0,"Python, Web Development"
13435,,"Static Structures, Java, Python, Robotics"
15538,,"Dynamic Structures, Web Development, Security, Robotics"
16455,1.0,"C++, Dynamic Structures, Robotics, Compilation, Design"
19338,4.0,"Algorithmic, Robotics, Probability, Design"
19188,1.0,"Algorithmic, Mathematics"
17797,4.0,
17482,1.0,"Static Structures, Algorithmic, Java, Probability"
14897,4.0,"C++, Java, Compilation, Mathematics, Python"
10210,4.0,Compilation
19888,,
10793,1.0,
16123,2.0,"Java, Design, Python, Security"
16635,5.0,"Robotics, Statistics, Web Development, Dynamic Structures"
19035,1.0,Mathematics
13684,5.0,"Mathematics, Statistics, Dynamic Structures, C++"
14305,3.0,"Design, Statistics, Web Development, Mathematics, Java"
10759,1.0,Java
10864,3.0,"Web Development, Design, Probability, Software Engineering"
15207,3.0,"Algorithmic, Statistics, C++"
12455,,Static Structures
10820,3.0,"Statistics, C++, Software Engineering, Probability, Dynamic Structures"
13796,5.0,"C++, Dynamic Structures, Java, Probability, Static Structures"
19295,3.0,Robotics
11833,1.0,"Statistics, Python"
13486,,"Design, Web Development"
19097,3.0,"Dynamic Structures, Python, Probability"
19652,,"Static Structures, C++, Java, Design, Mathematics"
18442,4.0,Mathematics
12331,3.0,"Statistics, Algorithmic, Robotics"
17212,2.0,"Web Development, Robotics, Static Structures, Security, Python"
17959,,"Software Engineering, Compilation, C++"
13029,4.0,Compilation
11919,3.0,"Static Structures, Security"
11678,5.0,"Static Structures, C++, Software Engineering"
16130,1.0,"Web Development, Design, Security"
11283,2.0,Software Engineering
17458,2.0,
12075,2.0,"Security, Probability"
14365,5.0,"Java, Compilation"
10195,3.0,"Design, Security, Mathematics, Web Development, Dynamic Structures"
11707,3.0,Mathematics
19946,5.0,"Static Structures, Design, Web Development"
18648,5.0,"Software Engineering, Static Structures, Python"
11859,3.0,"Dynamic Structures, Design"
19667,1.0,"Compilation, Mathematics, Static Structures, C++, Design"
12146,4.0,Static Structures
10762,3.0,Static Structures
14423,3.0,Statistics
14054,,"Python, Statistics, Probability, Web Development"
11556,1.0,"C++, Algorithmic, Compilation, Security, Dynamic Structures"
18007,5.0,"Design, C++, Statistics, Robotics, Mathematics"
10849,4.0,"Software Engineering, Robotics, Statistics, Design, Java"
12240,3.0,"Security, Dynamic Structures"
11317,4.0,"Mathematics, Web Development"
18767,5.0,Software Engineering
15836,1.0,"Java, Python, Security, Robotics, Design"
13670,4.0,"Statistics, Probability, Dynamic Structures"
13998,3.0,"Mathematics, Python, Design, Algorithmic"
16216,3.0,"Design, Python, Algorithmic"
10338,4.0,"C++, Python, Java"
17062,2.0,"Software Engineering, Security, Statistics, C++, Probability"
19961,3.0,"Robotics, Java, Compilation"
15030,1.0,"Java, Dynamic Structures, Algorithmic"
11894,2.0,"C++, Static Structures, Statistics, Software Engineering, Probability"
12501,3.0,Design
10111,2.0,"Web Development, Probability, Dynamic Structures"
11082,5.0,"Robotics, Dynamic Structures, Java, Design"
15110,5.0,"Algorithmic, Design, Python, Statistics"
10757,3.0,"Mathematics, Compilation, Java, Algorithmic, C++"
10062,2.0,"Compilation, Web Development, Probability"
15169,4.0,"Probability, Statistics, Python"
16158,5.0,"Software Engineering, Python"
15934,1.0,"C++, Statistics"
12079,2.0,"Software Engineering, Java, Static Structures"
13820,4.0,C++
18961,2.0,"Security, Robotics"
11408,5.0,"Robotics, Algorithmic"
10688,3.0,"Design, Statistics, Security"
18586,2.0,"Statistics, Static Structures, Dynamic Structures, Mathematics"
12682,5.0,"Software Engineering, Python, C++"
19341,3.0,Statistics
19934,5.0,"C++, Software Engineering, Statistics"
12878,2.0,"Dynamic Structures, Mathematics"
17058,3.0,"C++, Web Development"
16175,1.0,"Compilation, Robotics, Security"
17351,5.0,Robotics
13890,1.0,
12470,2.0,
16533,2.0,"Mathematics, Java, Compilation, Algorithmic, Robotics"
16329,4.0,"Python, Security, Static Structures, Robotics"
14373,4.0,"Algorithmic, Design, Mathematics, Python"
13332,2.0,"Python, Probability, Software Engineering, Robotics"
11079,2.0,"Python, Static Structures, Design, Robotics"
11042,1.0,"C++, Compilation"
16489,4.0,Algorithmic
13263,2.0,Robotics
18700,2.0,"Statistics, Java"
15525,3.0,"Python, Security, Java, Compilation, Dynamic Structures"
10224,1.0,"Web Development, Probability, Compilation, Software Engineering"
15362,3.0,"Design, Robotics"
17821,4.0,
15197,5.0,"Static Structures, Software Engineering"
15909,2.0,Algorithmic
10728,,"C++, Robotics, Algorithmic"
18612,5.0,"Design, C++, Probability"
19350,2.0,"Robotics, Security"
17450,5.0,"Compilation, Probability, Security"
16659,5.0,"Compilation, Python, Design, Algorithmic, C++"
14369,3.0,"Algorithmic, C++, Statistics, Dynamic Structures"
16747,2.0,Robotics
19909,3.0,C++
18086,4.0,"Web Development, Design, Algorithmic, Python, Java"
12960,5.0,"Security, Java, Mathematics"
11389,1.0,"Mathematics, Static Structures, Web Development, Dynamic Structures"
10021,2.0,"Statistics, Software Engineering, Static Structures, Dynamic Structures, Design"
18713,3.0,"Statistics, Security, Dynamic Structures, Python"
16890,3.0,
13118,2.0,"Software Engineering, Mathematics, Probability"
18433,2.0,"Dynamic Structures, Static Structures, Python, Software Engineering"
12023,4.0,"Robotics, Algorithmic"
12546,1.0,"Python, Mathematics, Web Development, Static Structures, C++"
12615,,"Statistics, Static Structures, Compilation"
16366,4.0,"Algorithmic, Java, Software Engineering, Mathematics"
17191,2.0,"Software Engineering, Web Development, Robotics"
10253,5.0,"Python, Dynamic Structures, Algorithmic"
11426,3.0,"Web Development, Python, Java, Design, Statistics"
10087,4.0,"Probability, Python, Software Engineering"
12621,1.0,Robotics
11646,4.0,"Java, Static Structures, Algorithmic, Robotics"
19057,5.0,"Security, Design, Probability"
17631,3.0,"Security, Java, Algorithmic"
12012,5.0,"Probability, Web Development, Mathematics"
11123,3.0,"Design, Software Engineering, Static Structures, Statistics, Probability"
15162,,"Algorithmic, Compilation"
14010,5.0,Security
12219,3.0,Robotics
11272,5.0,"C++, Software Engineering, Mathematics, Compilation"
11128,1.0,"C++, Design"
10606,2.0,
11373,5.0,"Java, Software Engineering, Python"
17079,5.0,"Compilation, Design"
10343,1.0,"Robotics, Design"
14746,2.0,"Dynamic Structures, Mathematics"
15023,,"Dynamic Structures, C++"
14787,4.0,"Software Engineering, Python"
15388,2.0,"Mathematics, Security, Compilation"
19307,1.0,"Software Engineering, Compilation, Java, C++"
10456,3.0,"Robotics, Web Development, Software Engineering"
19935,1.0,"Statistics, Mathematics, Java, Design, Software Engineering"
18764,2.0,Compilation
17668,4.0,Compilation
15899,5.0,"Compilation, Design, Algorithmic"
13166,1.0,"Python, Software Engineering"
17514,5.0,"C++, Dynamic Structures, Python"
12057,2.0,"C++, Compilation, Web Development, Statistics"
17409,2.0,"Security, Algorithmic, Compilation, Robotics"
19172,3.0,"Security, Static Structures, Statistics, Software Engineering, Java"
15988,1.0,Security
13869,3.0,"C++, Design, Compilation"
19038,1.0,"Statistics, Robotics"
15777,2.0,"Java, Statistics, Compilation"
12103,1.0,"Algorithmic, Design, Security, C++, Mathematics"
16971,,"Dynamic Structures, Algorithmic"
10116,3.0,Java
10557,1.0,"Security, Mathematics"
12437,1.0,"Robotics, Web Development, Statistics"
12128,4.0,"Software Engineering, Web Development, Java"
16424,3.0,"Static Structures, Security, C++"
12184,3.0,"Compilation, Algorithmic, Java"
14127,5.0,"C++, Robotics, Compilation, Statistics, Security"
15773,4.0,"Design, Dynamic Structures, Probability, Java, C++"
18193,3.0,"Mathematics, Probability, Robotics, Statistics, Security"
11840,2.0,"Web Development, Static Structures, Compilation, Statistics, Java"
10255,3.0,"Probability, Statistics, C++"
13210,1.0,
14847,,"Dynamic Structures, Security"
12895,5.0,"C++, Static Structures, Statistics, Mathematics, Probability"
12495,1.0,"Probability, Python, Software Engineering, Design, Dynamic Structures"
14818,1.0,Probability
18051,2.0,Mathematics
18415,2.0,"Dynamic Structures, Probability"
19669,1.0,Robotics
18468,2.0,"Software Engineering, Mathematics, C++"
14685,4.0,"Robotics, Compilation, Design"
17200,4.0,Static Structures
14776,1.0,"Mathematics, Static Structures, Dynamic Structures, Software Engineering, Algorithmic"
15949,1.0,Algorithmic
13377,3.0,"Probability, Java, Design, Mathematics"
15982,5.0,Java
16241,2.0,"Dynamic Structures, Design, Python, Robotics, Software Engineering"
14202,4.0,"Security, C++"
18219,5.0,"Robotics, C++, Web Development, Security, Algorithmic"
10936,5.0,"Design, Statistics"
10423,3.0,Python
10989,5.0,Compilation
10387,5.0,Static Structures
14780,2.0,"Design, Probability"
12203,3.0,"Web Development, Python, Dynamic Structures"
15740,4.0,Robotics
12940,3.0,"Mathematics, Web Development, Security, Statistics"
12650,2.0,"Security, C++, Compilation, Algorithmic, Static Structures"
14714,,"Robotics, Java, Static Structures, C++"
18934,1.0,"Statistics, C++"
12066,4.0,
18506,5.0,"Statistics, Web Development, Dynamic Structures"
11137,,"Java, Web Development, Statistics, C++"
13930,2.0,"Web Development, Design, Security, Dynamic Structures"
18551,3.0,"Compilation, C++, Python"
13526,1.0,"C++, Robotics"
17163,1.0,"Robotics, Algorithmic, Security"
17312,5.0,"Static Structures, Mathematics, Dynamic Structures, Algorithmic"
18800,1.0,"Python, Compilation, Statistics, Static Structures"
15261,1.0,"Algorithmic, Software Engineering, Mathematics"
14083,1.0,"Static Structures, Web Development, Mathematics, Python"
16191,1.0,"Java, Algorithmic, Robotics"
17383,2.0,"Compilation, Statistics, Web Development"
19881,5.0,"Robotics, Probability, Java, Design"
10092,5.0,Probability
13419,2.0,Security
11814,4.0,"Compilation, Java, Robotics"
19420,4.0,Compilation
13771,1.0,"Dynamic Structures, C++, Software Engineering, Algorithmic, Design"
11801,2.0,C++
19643,5.0,
17248,4.0,"Security, Software Engineering"
19101,5.0,"Robotics, Mathematics, Java, Probability"
10464,3.0,"Java, Compilation"
19112,1.0,"Algorithmic, Compilation, Design, Probability"
18117,1.0,Dynamic Structures
12531,5.0,"Compilation, Web Development, Statistics, Security, Algorithmic"
14598,,"C++, Design"
19108,1.0,Compilation
17473,3.0,"Dynamic Structures, Python, Probability"
12388,5.0,"Probability, Web Development, Python, Software Engineering"
19002,5.0,"Security, Robotics, Design, Compilation, Java"
15305,5.0,"Robotics, Dynamic Structures, Static Structures, Probability, Design"
15426,2.0,"Security, Java"
16411,,Security
15433,5.0,"Static Structures, Compilation, Robotics, C++"
13492,4.0,"Static Structures, Mathematics"
12242,1.0,"Probability, Security, Web Development, Python"
19900,1.0,"Compilation, Design, Algorithmic"
18204,1.0,"Web Development, Algorithmic, Mathematics, Design, Security"
13172,1.0,"Statistics, Web Development, Static Structures, Probability"
10643,4.0,"Probability, Design, Algorithmic"
16810,5.0,"Design, Static Structures, Robotics, Compilation"
13254,3.0,"Dynamic Structures, Web Development, Robotics"
10137,,"Java, Python, Web Development, Probability"
11810,3.0,"Dynamic Structures, Statistics, Mathematics"
15520,4.0,"Dynamic Structures, Design, Algorithmic, Statistics, Python"
13566,5.0,"Algorithmic, Web Development, Compilation"
16129,4.0,"Statistics, Dynamic Structures, Web Development"
10449,1.0,C++
16239,1.0,Software Engineering
17975,3.0,
15558,5.0,Probability
13312,2.0,Software Engineering
13783,5.0,"Probability, Static Structures"
13384,,"Dynamic Structures, Software Engineering"
18206,1.0,"Mathematics, Web Development, Design, Compilation"
15862,2.0,"Compilation, Static Structures, Dynamic Structures"
10529,5.0,"Mathematics, Java, Statistics, Software Engineering, Web Development"
17628,4.0,"C++, Software Engineering, Compilation, Mathematics"
13240,2.0,Dynamic Structures
18786,2.0,"Web Development, Robotics, Dynamic Structures, Mathematics"
17230,2.0,"Mathematics, Security"
19045,2.0,Java
13983,1.0,"Static Structures, Web Development, Python, Probability"
18997,4.0,"C++, Security"
12259,1.0,"Web Development, Probability, Compilation, Robotics"
14313,,"Probability, Python, C++"
15452,1.0,"Dynamic Structures, Java, Security, C++, Robotics"
16301,2.0,"Software Engineering, Robotics, Compilation, Design"
18600,5.0,"Security, Web Development"
14079,,"C++, Static Structures"
15231,4.0,"Dynamic Structures, Compilation, Java, Statistics, Security"
14208,1.0,"Compilation, Robotics"
17392,1.0,Compilation
19740,1.0,"Mathematics, Python"
16646,4.0,"Algorithmic, Python"
11775,4.0,"Algorithmic, C++, Static Structures"
17323,2.0,"Java, Security, Compilation"
12088,,Python
15587,5.0,"Statistics, Java, Software Engineering, Design, Mathematics"
17823,3.0,"Probability, Dynamic Structures"
12811,4.0,"Python, Compilation, Statistics, Software Engineering"
16133,3.0,Security
11235,4.0,"Dynamic Structures, Java"
18570,5.0,"Mathematics, Security, Web Development, Static Structures, Python"
19889,5.0,"Java, Software Engineering, Dynamic Structures, Robotics"
19281,4.0,"C++, Security, Static Structures, Compilation, Web Development"
13324,2.0,"Mathematics, Security, Python, Static Structures, Statistics"
17238,1.0,
13789,3.0,"Robotics, Software Engineering, Static Structures"
18882,5.0,Compilation
18247,5.0,"Security, Statistics"
11432,4.0,Web Development
19495,1.0,"Java, Algorithmic, Software Engineering, Statistics, Python"
10702,,Static Structures
15083,5.0,"Compilation, C++"
17194,1.0,"Java, Compilation, Mathematics, Robotics"
16630,1.0,Python
19310,4.0,Probability
14319,2.0,"Probability, Dynamic Structures, Design"
11098,5.0,"Robotics, Mathematics"
14467,2.0,"Static Structures, Probability, Algorithmic"
16353,2.0,"Compilation, Static Structures, Statistics, Web Development"
18797,5.0,Python
16672,2.0,"Algorithmic, Robotics"
15425,2.0,C++
18438,5.0,"Algorithmic, Probability, Static Structures"
15309,4.0,"Static Structures, Mathematics"
13196,3.0,"C++, Mathematics, Probability, Design"
15560,2.0,"Dynamic Structures, Java, Security, Robotics"
16916,,"Dynamic Structures, Mathematics, Web Development"
12688,1.0,"Dynamic Structures, C++, Robotics"
18850,1.0,"Software Engineering, Mathematics, Java, Design"
16500,4.0,"Robotics, Security, Web Development, Software Engineering, Mathematics"
12908,4.0,Mathematics
17881,1.0,"Static Structures, Algorithmic, Security, Robotics"
11295,1.0,"Software Engineering, Statistics, Algorithmic, Design, Static Structures"
16399,4.0,"Static Structures, Security, Algorithmic, Web Development"
